id,name_ko,name_en,category,difficulty,ingredients,ingredients_en,steps,steps_en,kcal,protein,fat,carbs,benefits,benefits_en
505,애호박 파스타,Pasta Zucchini,메인,보통,애호박|우유,Zucchini|Milk,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
506,당근 전,Pancake Carrot,메인,보통,당근|밀가루|새우|버터,Carrot|Flour|Shrimp|Butter,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
507,계란 조림,Braised Egg,메인,보통,계란|버터|브로콜리|피망,Egg|Butter|Broccoli|Bell pepper,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
508,고구마 구이,Grilled Sweet potato,메인,보통,고구마|버터,Sweet potato|Butter,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
509,쌀 전,Pancake Rice,메인,보통,쌀|대파,Rice|Green onion,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
510,김치 수프,Soup Kimchi,메인,보통,김치|대두|피망,Kimchi|Soy|Bell pepper,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
511,애호박 조림,Braised Zucchini,메인,보통,애호박|치즈|새우|밀가루,Zucchini|Cheese|Shrimp|Flour,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
512,닭가슴살 수프,Soup Chicken breast,메인,보통,닭가슴살|새우|마늘,Chicken breast|Shrimp|Garlic,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
513,소고기 조림,Braised Beef,메인,보통,소고기|우유|피망,Beef|Milk|Bell pepper,소고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Beef and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
514,감자 볶음,Stir-fry Potato,메인,보통,감자|피망|버터,Potato|Bell pepper|Butter,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
515,고구마 전,Pancake Sweet potato,메인,보통,고구마|대두|새우,Sweet potato|Soy|Shrimp,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
516,감자 볶음,Stir-fry Potato,메인,보통,감자|우유|피망|대파,Potato|Milk|Bell pepper|Green onion,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
517,당근 구이,Grilled Carrot,메인,보통,당근|버섯|치즈,Carrot|Mushroom|Cheese,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
518,쌀 샐러드,Salad Rice,메인,보통,쌀|마늘|브로콜리,Rice|Garlic|Broccoli,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
519,애호박 수프,Soup Zucchini,메인,보통,애호박|피망,Zucchini|Bell pepper,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
520,당근 조림,Braised Carrot,메인,보통,당근|버터,Carrot|Butter,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
521,고구마 파스타,Pasta Sweet potato,메인,보통,고구마|밀가루|버터,Sweet potato|Flour|Butter,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
522,김치 샐러드,Salad Kimchi,메인,보통,김치|피망|새우|마늘,Kimchi|Bell pepper|Shrimp|Garlic,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
523,당근 샐러드,Salad Carrot,메인,보통,당근|우유|마늘|대두,Carrot|Milk|Garlic|Soy,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
524,계란 볶음,Stir-fry Egg,메인,보통,계란|밀가루|피망|새우,Egg|Flour|Bell pepper|Shrimp,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
525,소고기 조림,Braised Beef,메인,보통,소고기|밀가루|버터,Beef|Flour|Butter,소고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Beef and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
526,참치캔 구이,Grilled Canned tuna,메인,보통,참치캔|대두,Canned tuna|Soy,참치캔와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Canned tuna and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
527,닭가슴살 덮밥,Rice bowl Chicken breast,메인,보통,닭가슴살|버터|대파|새우,Chicken breast|Butter|Green onion|Shrimp,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
528,가지 조림,Braised Eggplant,메인,보통,가지|버터|대두,Eggplant|Butter|Soy,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
529,가지 볶음,Stir-fry Eggplant,메인,보통,가지|새우|브로콜리,Eggplant|Shrimp|Broccoli,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
530,양파 볶음,Stir-fry Onion,메인,보통,양파|대파|피망,Onion|Green onion|Bell pepper,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
531,닭가슴살 파스타,Pasta Chicken breast,메인,보통,닭가슴살|치즈,Chicken breast|Cheese,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
532,쌀 수프,Soup Rice,메인,보통,쌀|밀가루,Rice|Flour,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
533,닭가슴살 볶음,Stir-fry Chicken breast,메인,보통,닭가슴살|대파|브로콜리,Chicken breast|Green onion|Broccoli,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
534,소고기 비빔,Mixed Beef,메인,보통,소고기|새우,Beef|Shrimp,소고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Beef and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
535,고구마 비빔,Mixed Sweet potato,메인,보통,고구마|버터|치즈,Sweet potato|Butter|Cheese,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
536,닭가슴살 비빔,Mixed Chicken breast,메인,보통,닭가슴살|새우|밀가루|버섯,Chicken breast|Shrimp|Flour|Mushroom,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
537,닭가슴살 수프,Soup Chicken breast,메인,보통,닭가슴살|밀가루,Chicken breast|Flour,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
538,가지 비빔,Mixed Eggplant,메인,보통,가지|피망,Eggplant|Bell pepper,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
539,김치 볶음,Stir-fry Kimchi,메인,보통,김치|브로콜리,Kimchi|Broccoli,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
540,참치캔 덮밥,Rice bowl Canned tuna,메인,보통,참치캔|밀가루|치즈|새우,Canned tuna|Flour|Cheese|Shrimp,참치캔와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Canned tuna and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
541,계란 비빔,Mixed Egg,메인,보통,계란|피망,Egg|Bell pepper,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
542,고구마 덮밥,Rice bowl Sweet potato,메인,보통,고구마|브로콜리,Sweet potato|Broccoli,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
543,쌀 찜,Steamed Rice,메인,보통,쌀|대파,Rice|Green onion,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
544,애호박 비빔,Mixed Zucchini,메인,보통,애호박|피망,Zucchini|Bell pepper,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
545,닭가슴살 찜,Steamed Chicken breast,메인,보통,닭가슴살|대두,Chicken breast|Soy,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
546,당근 볶음,Stir-fry Carrot,메인,보통,당근|새우|대파|피망,Carrot|Shrimp|Green onion|Bell pepper,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
547,양파 볶음,Stir-fry Onion,메인,보통,양파|피망|밀가루,Onion|Bell pepper|Flour,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
548,김치 찜,Steamed Kimchi,메인,보통,김치|버섯,Kimchi|Mushroom,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
549,감자 샐러드,Salad Potato,메인,보통,감자|대두,Potato|Soy,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
550,애호박 수프,Soup Zucchini,메인,보통,애호박|새우|우유|피망,Zucchini|Shrimp|Milk|Bell pepper,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
551,소고기 전,Pancake Beef,메인,보통,소고기|밀가루|피망|치즈,Beef|Flour|Bell pepper|Cheese,소고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Beef and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
552,감자 전,Pancake Potato,메인,보통,감자|밀가루,Potato|Flour,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
553,쌀 파스타,Pasta Rice,메인,보통,쌀|새우,Rice|Shrimp,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
554,가지 비빔,Mixed Eggplant,메인,보통,가지|대파|우유,Eggplant|Green onion|Milk,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
555,김치 비빔,Mixed Kimchi,메인,보통,김치|우유|치즈|대두,Kimchi|Milk|Cheese|Soy,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
556,감자 조림,Braised Potato,메인,보통,감자|버섯|밀가루,Potato|Mushroom|Flour,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
557,돼지고기 덮밥,Rice bowl Pork,메인,보통,돼지고기|브로콜리,Pork|Broccoli,돼지고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Pork and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
558,김치 조림,Braised Kimchi,메인,보통,김치|대파|밀가루,Kimchi|Green onion|Flour,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
559,양파 비빔,Mixed Onion,메인,보통,양파|밀가루|버섯|치즈,Onion|Flour|Mushroom|Cheese,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
560,감자 찜,Steamed Potato,메인,보통,감자|우유,Potato|Milk,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
561,당근 구이,Grilled Carrot,메인,보통,당근|마늘|밀가루,Carrot|Garlic|Flour,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
562,두부 찜,Steamed Tofu,메인,보통,두부|치즈|대두,Tofu|Cheese|Soy,두부와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Tofu and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
563,두부 파스타,Pasta Tofu,메인,보통,두부|피망,Tofu|Bell pepper,두부와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Tofu and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
564,쌀 파스타,Pasta Rice,메인,보통,쌀|밀가루|피망|버터,Rice|Flour|Bell pepper|Butter,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
565,계란 찜,Steamed Egg,메인,보통,계란|브로콜리|대파,Egg|Broccoli|Green onion,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
566,돼지고기 찜,Steamed Pork,메인,보통,돼지고기|마늘|버터|피망,Pork|Garlic|Butter|Bell pepper,돼지고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Pork and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
567,쌀 파스타,Pasta Rice,메인,보통,쌀|치즈,Rice|Cheese,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
568,가지 찜,Steamed Eggplant,메인,보통,가지|브로콜리|치즈,Eggplant|Broccoli|Cheese,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
569,가지 덮밥,Rice bowl Eggplant,메인,보통,가지|우유|브로콜리|대두,Eggplant|Milk|Broccoli|Soy,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
570,가지 수프,Soup Eggplant,메인,보통,가지|버터|마늘,Eggplant|Butter|Garlic,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
571,김치 덮밥,Rice bowl Kimchi,메인,보통,김치|피망|우유,Kimchi|Bell pepper|Milk,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
572,양파 수프,Soup Onion,메인,보통,양파|대두,Onion|Soy,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
573,쌀 찜,Steamed Rice,메인,보통,쌀|대파,Rice|Green onion,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
574,가지 전,Pancake Eggplant,메인,보통,가지|대두|치즈|브로콜리,Eggplant|Soy|Cheese|Broccoli,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
